,release_year,id,Item_id,sentiment_analysis
94,2006,4000,4000,0
95,2006,4000,4000,2
96,2006,4000,4000,2
97,2006,4000,4000,2
98,2006,4000,4000,2
99,2006,4000,4000,2
100,2006,4000,4000,2
101,2006,4000,4000,2
102,2006,4000,4000,2
103,2006,4000,4000,2
104,2006,4000,4000,2
105,2006,4000,4000,0
106,2006,4000,4000,0
107,2006,4000,4000,0
108,2006,4000,4000,0
109,2006,4000,4000,2
110,2006,4000,4000,2
111,2006,4000,4000,2
112,2006,4000,4000,2
113,2006,4000,4000,2
114,2006,4000,4000,2
115,2006,4000,4000,2
116,2006,4000,4000,2
117,2006,4000,4000,2
118,2006,4000,4000,2
119,2006,4000,4000,0
120,2006,4000,4000,2
121,2006,4000,4000,0
122,2006,4000,4000,2
123,2006,4000,4000,2
124,2006,4000,4000,2
125,2006,4000,4000,2
126,2006,4000,4000,2
127,2006,4000,4000,0
128,2006,4000,4000,0
129,2006,4000,4000,2
130,2006,4000,4000,2
131,2006,4000,4000,2
132,2006,4000,4000,1
133,2006,4000,4000,1
134,2006,4000,4000,0
135,2006,4000,4000,2
136,2006,4000,4000,2
137,2006,4000,4000,2
138,2006,4000,4000,2
139,2006,4000,4000,2
140,2006,4000,4000,2
141,2006,4000,4000,2
142,2006,4000,4000,0
143,2006,4000,4000,2
144,2006,4000,4000,2
145,2006,4000,4000,2
146,2006,4000,4000,0
147,2006,4000,4000,2
148,2006,4000,4000,0
149,2006,4000,4000,2
150,2006,4000,4000,1
151,2006,4000,4000,2
152,2006,4000,4000,2
153,2006,4000,4000,2
154,2006,4000,4000,2
155,2006,4000,4000,2
156,2006,4000,4000,0
157,2006,4000,4000,1
158,2006,4000,4000,2
159,2006,4000,4000,2
160,2006,4000,4000,0
161,2006,4000,4000,2
162,2006,4000,4000,0
163,2006,4000,4000,2
164,2006,4000,4000,2
165,2006,4000,4000,2
166,2006,4000,4000,2
167,2006,4000,4000,2
168,2006,4000,4000,2
169,2006,4000,4000,2
170,2006,4000,4000,2
171,2006,4000,4000,2
172,2006,4000,4000,2
173,2006,4000,4000,2
174,2006,4000,4000,0
175,2006,4000,4000,2
176,2006,4000,4000,2
177,2006,4000,4000,0
178,2006,4000,4000,2
179,2006,4000,4000,2
180,2006,4000,4000,2
181,2006,4000,4000,2
182,2006,4000,4000,2
183,2006,4000,4000,2
184,2006,4000,4000,2
185,2006,4000,4000,2
186,2006,4000,4000,2
187,2006,4000,4000,2
188,2006,4000,4000,2
189,2006,4000,4000,2
190,2006,4000,4000,2
191,2006,4000,4000,0
192,2006,4000,4000,2
193,2006,4000,4000,2
194,2006,4000,4000,2
195,2006,4000,4000,2
196,2006,4000,4000,2
197,2006,4000,4000,2
198,2006,4000,4000,2
199,2006,4000,4000,2
200,2006,4000,4000,2
201,2006,4000,4000,2
202,2006,4000,4000,2
203,2006,4000,4000,2
204,2006,4000,4000,2
205,2006,4000,4000,2
206,2006,4000,4000,2
207,2006,4000,4000,2
208,2006,4000,4000,2
209,2006,4000,4000,2
210,2006,4000,4000,2
211,2006,4000,4000,0
212,2006,4000,4000,2
213,2006,4000,4000,0
214,2006,4000,4000,2
215,2006,4000,4000,2
216,2006,4000,4000,2
217,2006,4000,4000,2
218,2006,4000,4000,2
219,2006,4000,4000,2
220,2006,4000,4000,2
221,2006,4000,4000,1
222,2006,4000,4000,2
223,2006,4000,4000,2
224,2006,4000,4000,2
225,2006,4000,4000,2
226,2006,4000,4000,1
227,2006,4000,4000,2
228,2006,4000,4000,2
229,2006,4000,4000,1
230,2006,4000,4000,2
231,2006,4000,4000,2
232,2006,4000,4000,2
233,2006,4000,4000,2
234,2006,4000,4000,2
235,2006,4000,4000,2
236,2006,4000,4000,2
237,2006,4000,4000,2
238,2006,4000,4000,2
239,2006,4000,4000,2
240,2006,4000,4000,2
241,2006,4000,4000,2
242,2006,4000,4000,2
243,2006,4000,4000,2
244,2006,4000,4000,2
245,2006,4000,4000,0
246,2006,4000,4000,0
247,2006,4000,4000,2
248,2006,4000,4000,2
249,2006,4000,4000,2
250,2006,4000,4000,2
251,2006,4000,4000,2
252,2006,4000,4000,2
253,2006,4000,4000,2
254,2006,4000,4000,0
255,2006,4000,4000,2
256,2006,4000,4000,2
257,2006,4000,4000,2
258,2006,4000,4000,2
259,2006,4000,4000,2
260,2006,4000,4000,0
261,2006,4000,4000,2
262,2006,4000,4000,1
263,2006,4000,4000,2
264,2006,4000,4000,0
265,2006,4000,4000,2
266,2006,4000,4000,2
267,2006,4000,4000,2
268,2006,4000,4000,2
269,2006,4000,4000,2
270,2006,4000,4000,2
271,2006,4000,4000,2
272,2006,4000,4000,2
273,2006,4000,4000,2
274,2006,4000,4000,0
275,2006,4000,4000,2
276,2006,4000,4000,2
277,2006,4000,4000,2
278,2006,4000,4000,2
279,2006,4000,4000,2
280,2006,4000,4000,2
281,2006,4000,4000,2
282,2006,4000,4000,1
283,2006,4000,4000,2
284,2006,4000,4000,2
285,2006,4000,4000,0
286,2006,4000,4000,2
287,2006,4000,4000,2
288,2006,4000,4000,2
289,2006,4000,4000,2
290,2006,4000,4000,2
291,2006,4000,4000,0
292,2006,4000,4000,2
293,2006,4000,4000,2
294,2006,4000,4000,2
295,2006,4000,4000,2
296,2006,4000,4000,2
297,2006,4000,4000,2
298,2006,4000,4000,2
299,2006,4000,4000,0
300,2006,4000,4000,2
301,2006,4000,4000,2
302,2006,4000,4000,2
303,2006,4000,4000,2
304,2006,4000,4000,2
305,2006,4000,4000,2
306,2006,4000,4000,1
307,2006,4000,4000,2
308,2006,4000,4000,2
309,2006,4000,4000,2
310,2006,4000,4000,2
311,2006,4000,4000,2
312,2006,4000,4000,1
313,2006,4000,4000,2
314,2006,4000,4000,2
315,2006,4000,4000,2
316,2006,4000,4000,2
317,2006,4000,4000,2
318,2006,4000,4000,2
319,2006,4000,4000,2
320,2006,4000,4000,2
321,2006,4000,4000,2
322,2006,4000,4000,2
323,2006,4000,4000,2
324,2006,4000,4000,2
325,2006,4000,4000,2
326,2006,4000,4000,2
327,2006,4000,4000,2
328,2006,4000,4000,2
329,2006,4000,4000,0
330,2006,4000,4000,0
331,2006,4000,4000,2
332,2006,4000,4000,2
333,2006,4000,4000,1
334,2006,4000,4000,2
335,2006,4000,4000,0
336,2006,4000,4000,2
337,2006,4000,4000,2
338,2006,4000,4000,2
339,2006,4000,4000,2
340,2006,4000,4000,2
341,2006,4000,4000,2
342,2006,4000,4000,2
343,2006,4000,4000,2
344,2006,4000,4000,0
345,2006,4000,4000,2
346,2006,4000,4000,2
347,2006,4000,4000,2
348,2006,4000,4000,2
349,2006,4000,4000,2
350,2006,4000,4000,2
351,2006,4000,4000,2
352,2006,4000,4000,0
353,2006,4000,4000,2
354,2006,4000,4000,2
355,2006,4000,4000,0
356,2006,4000,4000,2
357,2006,4000,4000,2
358,2006,4000,4000,2
359,2006,4000,4000,0
360,2006,4000,4000,1
361,2006,4000,4000,2
362,2006,4000,4000,2
363,2006,4000,4000,2
364,2006,4000,4000,2
365,2006,4000,4000,2
366,2006,4000,4000,2
367,2006,4000,4000,0
368,2006,4000,4000,2
369,2006,4000,4000,0
370,2006,4000,4000,2
371,2006,4000,4000,2
372,2006,4000,4000,2
373,2006,4000,4000,0
374,2006,4000,4000,2
375,2006,4000,4000,2
376,2006,4000,4000,2
377,2006,4000,4000,2
378,2006,4000,4000,2
379,2006,4000,4000,2
380,2006,4000,4000,0
381,2006,4000,4000,2
382,2006,4000,4000,2
383,2006,4000,4000,2
384,2006,4000,4000,2
385,2006,4000,4000,0
386,2006,4000,4000,2
387,2006,4000,4000,2
388,2006,4000,4000,2
389,2006,4000,4000,2
390,2006,4000,4000,2
391,2006,4000,4000,2
392,2006,4000,4000,0
393,2006,4000,4000,2
394,2006,4000,4000,2
395,2006,4000,4000,2
396,2006,4000,4000,2
397,2006,4000,4000,2
398,2006,4000,4000,2
399,2006,4000,4000,2
400,2006,4000,4000,2
401,2006,4000,4000,2
402,2006,4000,4000,0
403,2006,4000,4000,2
404,2006,4000,4000,2
405,2006,4000,4000,2
406,2006,4000,4000,2
407,2006,4000,4000,2
408,2006,4000,4000,2
409,2006,4000,4000,2
410,2006,4000,4000,2
411,2006,4000,4000,2
412,2006,4000,4000,0
413,2006,4000,4000,2
414,2006,4000,4000,2
415,2006,4000,4000,2
416,2006,4000,4000,2
417,2006,4000,4000,2
418,2006,4000,4000,2
419,2006,4000,4000,2
420,2006,4000,4000,1
421,2006,4000,4000,2
422,2006,4000,4000,2
423,2006,4000,4000,2
424,2006,4000,4000,2
425,2006,4000,4000,2
426,2006,4000,4000,2
427,2006,4000,4000,2
428,2006,4000,4000,2
429,2006,4000,4000,2
430,2006,4000,4000,0
431,2006,4000,4000,0
432,2006,4000,4000,2
433,2006,4000,4000,2
434,2006,4000,4000,2
435,2006,4000,4000,2
436,2006,4000,4000,2
437,2006,4000,4000,2
438,2006,4000,4000,2
439,2006,4000,4000,2
440,2006,4000,4000,2
441,2006,4000,4000,2
442,2006,4000,4000,2
443,2006,4000,4000,2
444,2006,4000,4000,2
445,2006,4000,4000,0
446,2006,4000,4000,1
447,2006,4000,4000,2
448,2006,4000,4000,2
449,2006,4000,4000,2
450,2006,4000,4000,2
451,2006,4000,4000,2
452,2006,4000,4000,1
453,2006,4000,4000,2
454,2006,4000,4000,2
455,2006,4000,4000,2
456,2006,4000,4000,0
457,2006,4000,4000,2
458,2006,4000,4000,2
459,2006,4000,4000,2
460,2006,4000,4000,1
461,2006,4000,4000,2
462,2006,4000,4000,2
463,2006,4000,4000,2
464,2006,4000,4000,2
465,2006,4000,4000,2
466,2006,4000,4000,2
467,2006,4000,4000,0
468,2006,4000,4000,2
469,2006,4000,4000,0
470,2006,4000,4000,2
471,2006,4000,4000,2
472,2006,4000,4000,2
473,2006,4000,4000,2
474,2006,4000,4000,0
475,2006,4000,4000,2
476,2006,2990,2990,2
477,2005,6220,6220,2
478,2000,6310,6310,2
479,2000,6310,6310,2
480,2006,6550,6550,1
481,2006,6550,6550,0
482,1995,2280,2280,2
483,1995,2280,2280,0
484,1994,2300,2300,0
485,1994,2300,2300,2
486,1994,2270,2270,2
487,1994,2270,2270,2
488,1994,2270,2270,2
489,2007,2310,2310,2
490,2007,2310,2310,2
491,2007,7670,7670,2
492,2007,7670,7670,2
493,2007,7670,7670,2
494,2007,7670,7670,2
495,2007,7670,7670,2
496,2007,7670,7670,2
497,2007,7670,7670,2
498,2007,7670,7670,2
499,2007,7670,7670,2
500,2007,7670,7670,2
501,2007,7670,7670,0
502,2007,7670,7670,2
503,2007,7670,7670,2
504,2007,7670,7670,0
505,2007,7670,7670,2
506,2007,7670,7670,2
507,2007,7670,7670,2
508,2007,7670,7670,0
509,2007,7670,7670,2
510,2007,7670,7670,0
511,2007,7670,7670,2
512,2007,7670,7670,2
513,2007,7670,7670,2
514,2007,7670,7670,2
515,2007,7670,7670,2
516,2007,7670,7670,2
517,2007,7670,7670,2
518,2006,4570,4570,2
519,2006,4570,4570,2
520,2006,4570,4570,2
521,2006,4570,4570,2
522,2006,4580,4580,1
523,2006,4580,4580,2
524,2006,4580,4580,0
525,2006,4580,4580,2
526,2004,4760,4760,2
527,2004,4760,4760,0
528,2004,4760,4760,2
529,2004,4760,4760,2
530,2004,4760,4760,2
531,2004,4760,4760,2
532,2004,12130,12130,0
533,2003,12150,12150,0
534,2006,7000,7000,2
535,2001,12140,12140,2
536,2008,17480,17480,2
537,2008,17480,17480,2
538,2008,17480,17480,2
539,2008,17480,17480,2
540,2007,12500,12500,2
541,2006,2700,2700,2
542,2006,2700,2700,0
543,2006,2700,2700,2
544,1998,13250,13250,2
545,2004,13520,13520,2
546,2004,13520,13520,2
547,2006,13540,13540,1
548,2006,15320,15320,2
549,2006,15320,15320,2
550,2006,15320,15320,2
551,2006,15320,15320,2
552,2006,15320,15320,2
553,2007,11260,11260,2
554,2008,12360,12360,2
555,2008,12360,12360,2
556,1998,15710,15710,2
557,1998,15710,15710,2
558,1998,15710,15710,2
559,1997,15700,15700,2
560,1997,15700,15700,2
561,1997,15700,15700,0
562,1997,15700,15700,2
563,1997,15700,15700,2
564,2001,7770,7770,0
565,1997,7660,7660,2
566,1997,7660,7660,2
567,1993,7760,7760,2
568,2008,20510,20510,2
569,2008,20510,20510,2
570,2008,20510,20510,2
571,2008,20510,20510,2
572,2008,17330,17330,1
573,2007,17300,17300,2
574,2007,17300,17300,2
575,2007,17300,17300,2
576,1998,7730,7730,2
577,2008,20900,20900,2
578,2008,20900,20900,2
579,2008,20900,20900,2
580,2008,20900,20900,0
581,2008,20900,20900,2
582,2008,20900,20900,2
583,2008,20900,20900,2
584,2008,20900,20900,2
585,2008,16810,16810,0
586,2008,21000,21000,2
587,2008,15390,15390,2
588,2008,15390,15390,2
589,2008,22000,22000,2
590,2008,22000,22000,0
591,2008,22000,22000,2
592,2008,2820,2820,2
593,2008,12200,12200,2
594,2008,12200,12200,2
595,2008,12200,12200,2
596,2008,12200,12200,2
597,2008,12200,12200,2
598,2008,12200,12200,2
599,2008,12200,12200,2
600,2008,12200,12200,2
601,2008,12200,12200,2
602,2008,12200,12200,2
603,2008,19900,19900,2
604,2008,19900,19900,2
605,2008,19900,19900,2
606,2008,19900,19900,2
607,2008,19900,19900,2
608,2008,19900,19900,2
609,2008,19900,19900,2
610,2009,9480,9480,2
611,2009,9480,9480,2
612,2009,9480,9480,2
613,2009,9480,9480,1
614,2009,9480,9480,2
615,2009,9480,9480,2
616,2009,9480,9480,2
617,2009,9480,9480,2
618,2009,9480,9480,2
619,2009,9480,9480,0
620,2009,9480,9480,2
621,2009,9480,9480,2
622,2009,9480,9480,0
623,2009,9480,9480,2
624,2008,17470,17470,2
625,2008,17470,17470,2
626,2008,17470,17470,2
627,2008,17470,17470,1
628,2008,17470,17470,2
629,2008,17470,17470,2
630,2009,17410,17410,2
631,2009,17410,17410,2
632,2009,17410,17410,2
633,2009,17410,17410,2
634,2009,17410,17410,2
635,2009,17410,17410,2
636,2009,17410,17410,2
637,2009,17410,17410,2
638,2009,17410,17410,2
639,2009,17410,17410,2
640,2009,17410,17410,0
641,2009,17410,17410,2
642,2009,17410,17410,2
643,2009,17410,17410,2
644,2009,17410,17410,2
645,2009,17410,17410,2
646,2009,17410,17410,0
647,2009,17410,17410,2
648,2008,18500,18500,2
649,2008,18500,18500,2
650,2007,22180,22180,2
651,2007,22180,22180,2
652,2008,27020,27020,2
653,2009,24740,24740,2
654,2009,24740,24740,2
655,2009,24740,24740,2
656,2009,24740,24740,0
657,2009,24740,24740,2
658,2009,24740,24740,2
659,2009,24740,24740,2
660,2009,24740,24740,2
661,2009,24740,24740,2
662,2009,24740,24740,2
663,2009,24740,24740,2
664,2009,24740,24740,2
665,2009,11330,11330,2
666,2009,7510,7510,2
667,2009,22200,22200,2
668,2009,22200,22200,2
669,2009,22200,22200,2
670,2008,25900,25900,2
671,2009,7840,7840,1
672,2002,8880,8880,2
673,2009,1280,1280,2
674,2009,10150,10150,2
675,2009,10150,10150,2
676,2009,10150,10150,2
677,2009,10150,10150,0
678,2007,22330,22330,0
679,2007,22330,22330,2
680,2007,22330,22330,2
681,2007,22330,22330,0
682,2007,22330,22330,2
683,2007,22330,22330,0
684,2007,22330,22330,2
685,2007,22330,22330,2
686,2002,22320,22320,2
687,2002,22320,22320,2
688,2002,22320,22320,2
689,2002,22320,22320,2
690,2002,22320,22320,0
691,2002,22320,22320,2
692,2002,22320,22320,2
693,2009,21660,21660,2
694,2005,6060,6060,2
695,2005,6060,6060,2
696,2005,6060,6060,2
697,2005,6060,6060,0
698,2005,6060,6060,0
699,2005,6060,6060,2
700,2005,6060,6060,2
701,2005,6060,6060,1
702,2005,6060,6060,2
703,2005,6060,6060,2
704,2005,6060,6060,2
705,2005,6060,6060,2
706,2005,6060,6060,2
707,2005,6060,6060,2
708,2005,6060,6060,2
709,2005,6060,6060,2
710,2005,6060,6060,2
711,2005,6060,6060,0
712,2005,6060,6060,2
713,2005,6060,6060,2
714,2005,6060,6060,2
715,2005,6060,6060,2
716,2005,6060,6060,2
717,2005,6060,6060,2
718,2005,6060,6060,2
719,2005,6060,6060,2
720,2005,6060,6060,2
721,2005,6060,6060,0
722,2005,6060,6060,2
723,2005,6060,6060,2
724,2005,6060,6060,2
725,2005,6060,6060,2
726,2008,32330,32330,2
727,2007,10130,10130,2
728,2009,33520,33520,0
729,2003,32370,32370,2
730,2003,32370,32370,0
731,2003,32370,32370,2
732,2003,32370,32370,2
733,2003,32370,32370,2
734,2003,32370,32370,2
735,2003,32370,32370,2
736,2003,32370,32370,2
737,2003,32370,32370,2
738,2003,32370,32370,2
739,2009,29180,29180,2
740,1998,38410,38410,0
741,1998,38410,38410,2
742,1998,38410,38410,0
743,1998,38410,38410,2
744,2001,38420,38420,0
745,2005,13570,13570,2
746,2005,13570,13570,2
747,2009,11390,11390,2
748,2009,37600,37600,2
749,2009,40700,40700,2
750,2007,24840,24840,2
751,2007,24840,24840,2
752,2007,24840,24840,0
753,2009,24870,24870,2
754,2009,41500,41500,2
755,2009,41500,41500,2
756,2009,41500,41500,2
757,2009,41500,41500,0
758,2009,41100,41100,2
759,2009,41000,41000,2
760,2009,17450,17450,2
761,2009,17450,17450,0
762,2009,10180,10180,2
763,2009,10180,10180,2
764,2009,10180,10180,0
765,2009,10180,10180,2
766,2009,10180,10180,2
767,2009,10180,10180,0
768,2009,10180,10180,2
769,2009,10180,10180,2
770,2009,10180,10180,2
771,2009,10180,10180,2
772,2009,10180,10180,2
773,2009,10180,10180,2
774,2009,10180,10180,2
775,2009,10180,10180,2
776,2009,10180,10180,2
777,2009,10180,10180,2
778,2009,10180,10180,2
779,2009,10180,10180,2
780,2009,10180,10180,2
781,2009,10180,10180,2
782,2009,10180,10180,2
783,2009,10180,10180,2
784,2009,10180,10180,2
785,2009,10180,10180,0
786,2009,10180,10180,2
787,2009,10180,10180,2
788,2009,10180,10180,2
789,2009,10180,10180,2
790,2009,10180,10180,2
791,2009,10180,10180,2
792,2009,10180,10180,2
793,2009,10180,10180,2
794,2009,10180,10180,0
795,2009,10180,10180,2
796,2009,10180,10180,2
797,2009,32440,32440,2
798,2009,32440,32440,2
799,2009,32440,32440,2
800,2009,32440,32440,2
801,2007,11450,11450,2
802,2007,24790,24790,2
803,2007,24790,24790,2
804,2009,24810,24810,0
805,2009,24810,24810,2
806,2009,41800,41800,2
807,2009,41800,41800,2
808,2009,41800,41800,2
809,2009,32430,32430,0
810,2009,22370,22370,2
811,2009,22370,22370,0
812,2009,22370,22370,2
813,2009,22370,22370,2
814,2009,22370,22370,2
815,2009,22370,22370,2
816,2009,22370,22370,2
817,2009,22370,22370,2
818,2009,22370,22370,2
819,2009,22370,22370,2
820,2009,22370,22370,2
821,2009,22370,22370,2
822,2009,22370,22370,2
823,2009,22370,22370,0
824,2009,22370,22370,2
825,2009,38210,38210,2
826,2009,38210,38210,0
827,2009,38210,38210,2
828,2008,45700,45700,2
829,2008,45700,45700,0
830,2008,45700,45700,0
831,2010,17570,17570,2
832,2010,17570,17570,2
833,2010,17570,17570,2
834,2010,17570,17570,2
835,2001,41050,41050,2
836,2010,48700,48700,0
837,2010,48700,48700,2
838,2010,48700,48700,2
839,2010,48700,48700,0
840,2010,48700,48700,2
841,2010,48700,48700,2
842,2010,48700,48700,1
843,2010,48700,48700,2
844,2010,48700,48700,0
845,2010,48700,48700,2
846,2010,48700,48700,2
847,2010,48700,48700,0
848,2010,48700,48700,2
849,2010,48700,48700,2
850,2010,48700,48700,2
851,2010,48700,48700,2
852,2010,48700,48700,2
853,2010,48700,48700,2
854,2010,48700,48700,2
855,2010,48700,48700,2
856,2010,48700,48700,2
857,2010,48700,48700,2
858,2010,48700,48700,2
859,2010,48700,48700,2
860,2010,48700,48700,2
861,2010,48700,48700,2
862,2010,48700,48700,2
863,2010,48700,48700,2
864,2010,48700,48700,2
865,2010,48700,48700,2
866,2010,48700,48700,2
867,2010,48700,48700,1
868,2010,48700,48700,2
869,2010,48700,48700,2
870,2010,48700,48700,2
871,2010,48700,48700,2
872,2010,48700,48700,2
873,2010,48700,48700,2
874,2010,48700,48700,2
875,2010,48700,48700,0
876,2010,48700,48700,2
877,2010,48700,48700,2
878,2010,48700,48700,2
879,2010,48700,48700,0
880,2010,48700,48700,0
881,2010,48700,48700,2
882,2010,48700,48700,2
883,2010,48700,48700,0
884,2010,48700,48700,2
885,2010,48700,48700,2
886,2010,48700,48700,2
887,2010,48700,48700,0
888,2010,48700,48700,2
889,2010,48700,48700,2
890,2010,48700,48700,2
891,2010,48700,48700,2
892,2010,48700,48700,2
893,2010,42120,42120,0
894,2010,12220,12220,2
895,2010,12220,12220,2
896,2010,45400,45400,2
897,2010,49600,49600,2
898,2010,49600,49600,2
899,2010,49600,49600,1
900,2010,49600,49600,2
901,2010,49600,49600,2
902,2010,49600,49600,2
903,2010,49600,49600,2
904,2010,49600,49600,0
905,2010,49600,49600,0
906,2010,49600,49600,2
907,2010,49600,49600,2
908,2010,49600,49600,2
909,2010,43500,43500,2
910,2010,40930,40930,2
911,2010,49800,49800,2
912,2010,34010,34010,2
913,2010,34010,34010,2
914,2010,34010,34010,2
915,2010,34010,34010,2
916,2010,34010,34010,2
917,2010,630,630,2
918,2010,630,630,2
919,2010,630,630,2
920,2010,630,630,2
921,2010,630,630,2
922,2010,630,630,2
923,2010,630,630,2
924,2010,630,630,2
925,2010,630,630,2
926,2010,630,630,2
927,2010,630,630,2
928,2010,630,630,2
929,2010,630,630,0
930,2010,630,630,2
931,2010,630,630,2
932,2010,630,630,2
933,2010,630,630,2
934,2010,630,630,2
935,2010,630,630,2
936,2010,630,630,2
937,2010,630,630,2
938,2010,630,630,0
939,2010,630,630,2
940,2010,630,630,2
941,2010,630,630,2
942,2010,630,630,2
943,2010,630,630,2
944,2010,630,630,2
945,2003,24780,24780,2
946,2010,28000,28000,2
947,2010,28000,28000,0
948,2010,28000,28000,2
949,2010,39680,39680,0
950,2010,39680,39680,2
951,2011,50130,50130,2
952,2011,50130,50130,2
953,2011,50130,50130,0
954,2011,50130,50130,2
955,2011,50130,50130,2
956,2011,50130,50130,2
957,2011,50130,50130,0
958,2011,50130,50130,0
959,2010,48800,48800,2
960,2010,48800,48800,2
961,2010,22600,22600,2
962,2010,42960,42960,0
963,2010,42960,42960,2
964,2002,4850,4850,2
965,2010,62100,62100,2
966,2010,70300,70300,2
967,2010,70300,70300,2
968,2010,70300,70300,2
969,2010,57300,57300,2
970,2010,57300,57300,2
971,2010,57300,57300,2
972,2010,57300,57300,2
973,2010,57300,57300,2
974,2010,57300,57300,2
975,2010,57300,57300,2
976,2010,57300,57300,2
977,2010,57300,57300,2
978,2010,57300,57300,2
979,2010,57300,57300,2
980,2010,57300,57300,2
981,2010,57300,57300,2
982,2010,57300,57300,2
983,2010,70400,70400,2
984,2010,70400,70400,2
985,2010,70400,70400,2
986,2010,70400,70400,2
987,2010,70100,70100,2
988,2010,38600,38600,2
989,2010,38600,38600,0
990,2010,38600,38600,2
991,2010,8930,8930,2
992,2010,8930,8930,0
993,2010,8930,8930,2
994,2010,8930,8930,0
995,2010,8930,8930,2
996,2010,8930,8930,2
997,2010,8930,8930,2
998,2010,8930,8930,2
999,2010,8930,8930,2
1000,2010,8930,8930,0
1001,2010,8930,8930,2
1002,2010,8930,8930,0
1003,2010,8930,8930,0
1004,2010,8930,8930,2
1005,2010,8930,8930,2
1006,2010,8930,8930,2
1007,2010,8930,8930,2
1008,2010,8930,8930,2
1009,2010,8930,8930,2
1010,2010,8930,8930,0
1011,2010,8930,8930,2
1012,2010,8930,8930,0
1013,2010,8930,8930,0
1014,2010,8930,8930,2
1015,2010,8930,8930,0
1016,2010,8930,8930,2
1017,2010,8930,8930,2
1018,2010,8930,8930,2
1019,2010,8930,8930,2
1020,2010,8930,8930,2
1021,2010,8930,8930,2
1022,2010,8930,8930,2
1023,2010,8930,8930,2
1024,2010,8930,8930,2
1025,2010,8930,8930,2
1026,2010,8930,8930,2
1027,2010,8930,8930,2
1028,2010,8930,8930,2
1029,2010,8930,8930,2
1030,2010,8930,8930,2
1031,2010,8930,8930,2
1032,2010,8930,8930,2
1033,2010,8930,8930,2
1034,2010,8930,8930,0
1035,2010,8930,8930,2
1036,2010,8930,8930,2
1037,2010,8930,8930,2
1038,2010,8930,8930,0
1039,2010,8930,8930,0
1040,2010,8930,8930,2
1041,2010,8930,8930,2
1042,2010,8930,8930,2
1043,2010,8930,8930,2
1044,2010,8930,8930,2
1045,2010,8930,8930,2
1046,2010,8930,8930,2
1047,2010,8930,8930,0
1048,2010,8930,8930,2
1049,2010,8930,8930,2
1050,2010,8930,8930,2
1051,2010,8930,8930,2
1052,2010,8930,8930,2
1053,2010,8930,8930,2
1054,2010,8930,8930,2
1055,2010,8930,8930,2
1056,2010,8930,8930,2
1057,2010,8930,8930,2
1058,2010,8930,8930,2
1059,2010,8930,8930,0
1060,2010,8930,8930,2
1061,2010,8930,8930,2
1062,2010,8930,8930,2
1063,2010,8930,8930,2
1064,2010,8930,8930,2
1065,2010,8930,8930,2
1066,2010,8930,8930,2
1067,2010,22650,22650,0
1068,2010,50620,50620,2
1069,2010,50620,50620,0
1070,2010,50620,50620,2
1071,2010,42920,42920,2
1072,2010,42920,42920,2
1073,2000,2850,2850,0
1074,2010,47790,47790,2
1075,2010,47790,47790,2
